college_tier,cgpa,internships,github_projects,backlogs,hackathons,certifications,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa,college_tier_encoded,job_role_encoded,salary_log
Tier 3,6.42,1,0,0,1,1,2,0,2,56.1,Web Developer,10.16,1,7,2.412335956953165
Tier 2,7.19,1,3,0,2,3,0,2,2,49.6,Web Developer,10.48,2,7,2.4406063908914204
Tier 3,8.15,0,1,0,1,3,1,1,3,68.2,Data Analyst,13.64,1,1,2.6837575085331657
Tier 1,7.54,1,3,0,2,3,1,0,0,59.9,Data Scientist,16.22,3,2,2.8460714989995846
Tier 2,6.77,0,3,1,1,2,0,0,1,45.0,Web Developer,5.79,2,7,1.9154509415706047
Tier 3,6.12,1,1,4,3,1,0,0,1,46.5,Data Analyst,3.51,1,1,1.506297153514587
Tier 2,8.83,1,4,0,3,1,1,2,3,66.9,Software Engineer,21.79,2,6,3.126321843257593
Tier 2,6.96,1,1,0,0,1,0,1,4,36.4,Web Developer,8.22,2,7,2.2213750375685026
Tier 3,7.41,2,3,2,1,3,1,1,1,57.6,Data Scientist,14.16,1,2,2.7186603802142257
Tier 1,6.55,0,0,1,0,1,1,3,1,41.7,Software Engineer,9.84,3,6,2.3832429960115
Tier 2,5.61,0,2,1,2,4,1,1,0,44.3,Web Developer,6.06,2,7,1.9544450515051506
Tier 2,5.73,0,0,1,0,3,2,0,2,48.7,Web Developer,5.53,2,7,1.8764069432883397
Tier 3,6.98,1,0,2,1,5,1,0,1,54.3,Software Engineer,9.64,1,6,2.3646204839134985
Tier 3,6.97,2,2,0,3,1,0,1,1,50.7,Software Engineer,8.03,1,6,2.200552367428894
Tier 1,6.67,1,3,0,2,1,1,0,0,51.3,Software Engineer,9.95,3,6,2.3933394562625097
Tier 2,7.01,1,4,0,2,2,0,4,1,48.6,Software Engineer,10.23,2,6,2.418588768750352
Tier 3,8.72,2,1,0,4,2,0,0,1,62.6,Data Scientist,6.92,1,2,2.0693912058263346
Tier 3,6.08,0,4,3,1,2,0,0,1,43.8,Data Analyst,4.59,1,1,1.7209792871670078
Tier 2,6.44,1,3,2,2,3,2,1,1,51.8,Software Engineer,9.9,2,6,2.388762789235098
Tier 1,7.12,0,4,1,4,2,3,1,1,67.5,Data Scientist,15.92,3,2,2.8284963541780774
Tier 2,7.4,0,3,0,1,6,0,0,1,46.9,Web Developer,5.97,2,7,1.9416152247724325
Tier 2,10.0,2,2,1,1,1,0,1,0,72.2,DevOps Engineer,9.89,2,3,2.387844936944869
Tier 3,8.1,2,0,2,1,2,2,1,3,72.5,ML Engineer,16.82,1,5,2.8803214220426634
Tier 2,7.59,2,5,0,1,4,1,2,2,66.1,Data Analyst,13.04,2,1,2.641910398597665
Tier 1,7.41,1,0,1,3,3,0,3,0,59.4,Data Scientist,10.24,3,2,2.419478844465545
Tier 1,8.02,1,1,1,1,1,1,0,3,64.9,Web Developer,15.71,3,7,2.8160073426073025
Tier 3,7.25,1,1,2,3,2,0,3,2,45.2,Web Developer,9.78,1,7,2.377692565480851
Tier 3,6.85,0,2,1,2,1,0,1,0,44.4,DevOps Engineer,6.72,1,3,2.0438143640366846
Tier 2,8.07,0,2,0,1,0,2,3,0,61.9,ML Engineer,23.88,2,5,3.2140642678709788
Tier 2,6.68,1,2,1,2,5,0,0,3,48.6,Web Developer,6.64,2,7,2.033397603178429
Tier 1,6.63,1,2,1,3,4,1,1,0,56.5,DevOps Engineer,10.39,3,3,2.432735777459091
Tier 3,7.65,4,5,0,0,2,1,2,0,60.4,Data Scientist,16.12,1,2,2.840247370713596
Tier 1,6.74,1,1,0,1,4,0,2,2,52.1,Software Engineer,7.83,3,6,2.178155014615869
Tier 1,5.67,0,0,0,3,1,0,3,0,40.6,Web Developer,4.83,3,7,1.763017000362401
Tier 2,9.15,3,5,1,0,0,0,2,1,70.8,Software Engineer,10.43,2,6,2.4362414778067194
Tier 3,7.19,0,1,1,0,4,0,3,0,56.1,Software Engineer,8.42,1,6,2.2428350885882717
Tier 3,7.51,2,1,1,1,0,0,2,3,54.0,Data Analyst,9.15,1,1,2.3174737054877963
Tier 2,5.95,0,6,0,2,1,0,0,2,37.2,Web Developer,5.03,2,7,1.7967470107390942
Tier 1,8.72,0,1,2,1,2,0,1,0,62.3,Software Engineer,10.37,3,6,2.4309783077624445
Tier 3,6.5,0,2,1,3,4,0,0,3,54.6,Web Developer,5.92,1,7,1.9344157696295783
Tier 3,8.35,0,1,0,1,3,0,0,1,54.8,DevOps Engineer,6.55,1,3,2.0215475632609334
Tier 2,6.19,1,1,0,1,0,2,0,0,53.9,Software Engineer,10.39,2,6,2.432735777459091
Tier 1,4.12,2,2,2,3,5,0,0,2,36.8,Junior Developer,3.59,3,4,1.5238800240724537
Tier 3,8.46,1,2,2,1,1,0,0,2,50.9,Web Developer,6.34,1,7,1.9933388426264242
Tier 1,6.72,1,1,2,1,2,1,0,1,56.0,Data Analyst,10.31,3,1,2.425687290128029
Tier 3,7.0,0,2,0,3,5,2,0,0,65.6,ML Engineer,15.81,1,5,2.8219739474205245
Tier 3,5.71,3,0,2,2,1,0,1,2,42.7,Web Developer,4.55,1,7,1.713797927758343
Tier 2,8.2,0,0,1,0,6,1,3,1,62.6,Software Engineer,21.63,2,6,3.119276459645446
Tier 2,7.72,1,1,1,6,4,1,0,0,55.6,Data Scientist,15.9,2,2,2.8273136219290276
Tier 1,9.06,3,1,1,2,2,1,1,2,57.7,Data Analyst,13.48,3,1,2.6727683869575705
Tier 2,6.57,0,1,1,1,3,2,2,1,47.9,ML Engineer,10.39,2,5,2.432735777459091
Tier 3,10.0,1,2,0,1,2,2,4,0,70.1,Data Scientist,24.19,1,2,3.226447090364519
Tier 2,7.17,1,1,1,0,3,0,0,2,52.4,DevOps Engineer,6.68,2,3,2.038619547159581
Tier 3,5.68,0,2,0,1,1,0,0,1,40.4,Web Developer,4.62,1,7,1.7263316639055997
Tier 3,6.33,1,2,1,1,1,0,0,1,36.7,Web Developer,5.63,1,7,1.891604804197771
Tier 3,7.12,1,1,1,1,1,0,2,0,49.4,Data Scientist,7.67,1,2,2.1598687907924505
Tier 2,8.21,1,4,0,2,2,2,2,1,60.6,Data Scientist,24.01,2,2,3.219275744889528
Tier 2,6.91,2,1,0,1,0,1,1,3,58.5,Software Engineer,10.27,2,6,2.422144328051685
Tier 2,7.44,0,3,1,1,1,0,1,2,51.9,Software Engineer,10.06,2,6,2.403334996094189
Tier 1,6.86,1,3,0,0,2,1,2,2,54.9,DevOps Engineer,9.86,3,3,2.3850863145057892
Tier 2,7.51,2,0,1,2,2,0,1,0,58.3,Data Scientist,10.25,2,2,2.4203681286504293
Tier 2,6.56,0,0,0,1,2,1,1,1,47.1,Backend Developer,10.12,2,0,2.4087452888224363
Tier 2,6.52,2,1,0,1,1,1,0,1,51.8,Web Developer,9.66,2,7,2.3664984187376983
Tier 3,8.77,0,1,0,1,4,0,2,4,66.5,Web Developer,10.1,1,7,2.4069451083182885
Tier 3,7.34,1,2,1,1,3,0,3,2,53.7,Data Analyst,10.05,1,1,2.402430427963762
Tier 2,8.17,1,2,0,1,1,0,0,1,58.1,Web Developer,6.72,2,7,2.0438143640366846
Tier 2,5.95,1,1,1,2,2,0,1,0,41.7,Web Developer,4.64,2,7,1.7298840655099674
Tier 2,6.42,0,1,1,1,1,1,0,0,48.0,Software Engineer,9.63,2,6,2.363680192353857
Tier 2,5.57,1,0,0,3,0,0,1,2,39.6,Web Developer,4.6,2,7,1.7227665977411035
Tier 2,7.67,3,2,1,2,5,2,1,0,62.0,ML Engineer,16.35,2,5,2.8535925063928684
Tier 2,6.61,0,1,3,0,5,1,0,1,49.2,Software Engineer,9.86,2,6,2.3850863145057892
Tier 1,6.23,0,4,1,1,1,2,0,1,46.7,Web Developer,10.38,3,7,2.431857428698185
Tier 2,6.67,1,1,1,0,4,2,1,1,47.8,ML Engineer,9.96,2,5,2.3942522815198695
Tier 3,7.55,1,0,1,2,0,1,0,0,62.9,Data Scientist,10.07,1,2,2.4042387467205457
Tier 2,7.19,0,0,0,1,4,1,1,0,49.0,Data Scientist,16.12,2,2,2.840247370713596
Tier 2,5.82,1,2,0,3,0,1,3,0,34.8,Web Developer,6.22,2,7,1.9768549529047348
Tier 2,7.0,0,0,2,1,1,1,1,1,46.2,Data Scientist,11.21,2,2,2.502255288122613
Tier 2,6.87,1,1,1,2,2,1,1,3,53.7,Software Engineer,10.02,2,6,2.3997118037247684
Tier 3,7.78,0,1,0,3,1,2,3,0,71.2,ML Engineer,15.96,1,5,2.830857630363757
Tier 1,4.26,1,3,0,1,2,0,1,1,28.4,Junior Developer,4.13,3,4,1.6351056591826783
Tier 3,7.21,1,2,0,0,3,0,2,0,50.6,Software Engineer,9.05,1,6,2.307572634505085
Tier 3,4.38,1,1,0,1,2,1,0,1,35.5,Junior Developer,4.42,1,4,1.6900958154515549
Tier 1,8.5,0,0,0,4,2,2,1,3,68.8,ML Engineer,23.79,3,5,3.210440346047099
Tier 2,7.01,0,2,0,2,3,1,1,3,43.0,Software Engineer,15.37,2,6,2.7954503913830435
Tier 3,6.49,1,0,1,0,1,1,0,0,54.5,Software Engineer,8.21,1,6,2.2202898502672155
Tier 3,6.3,2,3,1,3,3,1,2,2,40.0,Software Engineer,10.21,1,6,2.4168062370840686
Tier 3,9.17,2,1,0,0,2,1,3,0,69.9,Software Engineer,19.27,1,6,3.0091419604639085
Tier 2,7.84,1,1,1,5,4,0,1,0,53.9,DevOps Engineer,10.37,2,3,2.4309783077624445
Tier 1,7.96,1,2,0,3,0,0,1,0,53.2,Data Scientist,10.13,3,2,2.4096441652874536
Tier 1,8.26,1,1,0,2,1,2,0,0,70.0,Data Scientist,24.44,3,2,3.2363227384719213
Tier 2,7.63,0,1,0,0,3,1,1,0,50.8,Data Scientist,16.54,2,2,2.864483986944037
Tier 1,6.53,0,3,0,1,1,1,1,2,51.3,Software Engineer,10.13,3,6,2.4096441652874536
Tier 3,7.75,0,2,0,1,3,1,2,2,60.8,Backend Developer,15.13,1,0,2.7806808921371178
Tier 2,7.02,1,1,0,2,0,1,1,1,45.7,Data Scientist,15.57,2,2,2.8075938314384716
Tier 1,5.28,1,0,0,0,1,0,1,0,44.7,Junior Developer,3.73,3,4,1.5539252025038417
Tier 3,5.92,0,3,1,0,4,1,1,2,50.9,Web Developer,5.7,1,7,1.9021075263969205
Tier 1,5.99,1,2,0,1,3,2,0,1,57.7,Web Developer,5.86,3,7,1.925707441737794
Tier 3,5.69,0,0,0,2,2,1,1,1,54.1,Web Developer,5.74,1,7,1.9080599249242156
Tier 2,8.21,1,1,0,0,2,0,2,0,51.7,DevOps Engineer,10.2,2,3,2.4159137783010487
Tier 2,6.1,0,5,0,2,5,0,2,1,40.3,Software Engineer,8.21,2,6,2.2202898502672155
Tier 3,8.41,3,3,0,1,6,1,2,2,68.1,Backend Developer,17.72,1,0,2.929592471049446
Tier 3,4.9,2,4,1,2,5,0,1,0,32.0,Junior Developer,3.69,1,4,1.5454325824581878
Tier 2,6.75,1,1,1,0,2,1,0,2,52.7,Web Developer,9.72,2,7,2.372111155642656
Tier 2,8.85,1,0,0,4,2,2,1,1,80.5,Data Scientist,23.87,2,2,3.2136622578153133
Tier 1,6.54,2,1,0,4,3,0,2,1,56.3,Backend Developer,7.7,3,0,2.163323025660538
Tier 3,5.5,2,2,0,3,0,1,2,0,43.9,Web Developer,5.64,1,7,1.8931119634883424
Tier 2,7.83,4,2,2,1,1,1,1,0,59.2,Data Scientist,16.17,2,2,2.843163674909384
Tier 1,6.75,1,2,0,3,2,1,3,1,47.1,Software Engineer,10.42,3,6,2.435366204227864
Tier 2,6.14,4,3,0,1,4,1,1,2,39.5,Data Analyst,10.26,2,1,2.421256622711544
Tier 3,6.66,1,1,0,1,1,1,1,1,48.3,Web Developer,10.19,1,7,2.4150205223238337
Tier 1,5.36,1,0,2,0,2,2,2,0,46.9,Junior Developer,4.02,3,4,1.6134299337036377
Tier 1,6.86,2,2,1,1,2,2,2,1,58.9,ML Engineer,10.37,3,5,2.4309783077624445
Tier 3,8.83,2,2,0,0,2,2,3,0,70.5,ML Engineer,23.51,1,5,3.1990811975400213
Tier 2,6.17,0,3,0,1,6,0,0,2,38.2,Web Developer,6.07,2,7,1.9558604799084813
Tier 1,5.61,3,1,1,1,1,1,0,2,35.3,Web Developer,6.33,3,7,1.9919755158985601
Tier 2,9.14,2,4,0,2,2,0,3,0,66.7,DevOps Engineer,10.67,2,3,2.4570214462984645
Tier 3,8.28,2,1,0,1,0,1,0,0,60.4,Data Scientist,12.46,1,2,2.599722324216582
Tier 1,7.04,0,2,0,1,3,0,1,1,49.2,DevOps Engineer,10.75,3,3,2.463853240590168
Tier 2,8.76,0,3,0,0,3,1,1,0,62.9,Data Scientist,24.22,2,2,3.2276373305367736
Tier 3,5.45,4,2,0,1,3,1,1,1,39.5,Junior Developer,4.78,1,4,1.7544036826842861
Tier 2,7.58,3,2,1,1,2,2,2,1,57.6,Data Scientist,16.36,2,2,2.854168709232204
Tier 1,7.67,1,3,0,2,3,1,0,0,61.7,Data Scientist,15.29,3,2,2.790551422613954
Tier 2,5.06,0,3,0,1,1,1,0,0,30.6,Junior Developer,5.22,2,4,1.827769906751088
Tier 3,6.56,1,4,1,1,5,0,1,2,45.4,DevOps Engineer,7.98,1,3,2.194999882314108
Tier 1,9.64,1,1,0,2,4,2,1,2,75.6,Data Scientist,24.56,3,2,3.241028629509334
Tier 1,7.67,0,0,0,0,2,1,4,0,59.7,Software Engineer,15.94,3,6,2.8296776892239084
Tier 2,6.46,0,0,0,0,0,0,1,0,36.7,Software Engineer,6.42,2,6,2.004179057179289
Tier 2,8.75,1,1,0,0,2,2,2,0,71.4,Data Scientist,24.82,2,2,3.2511493854184965
Tier 3,5.73,2,5,1,3,2,0,2,0,43.0,Web Developer,4.71,1,7,1.742219023667919
Tier 2,5.52,0,1,0,2,2,1,1,1,38.5,Web Developer,5.89,2,7,1.9300710850255671
Tier 3,7.12,1,1,1,2,4,2,2,1,68.0,ML Engineer,16.19,1,5,2.844327819394758
Tier 2,7.44,2,2,2,1,0,1,1,2,57.9,Data Scientist,16.11,2,2,2.839663087904102
Tier 1,7.91,0,0,1,4,1,0,1,0,57.7,DevOps Engineer,10.46,3,3,2.4388627112865935
Tier 2,8.58,0,1,1,2,3,2,2,1,67.4,Data Scientist,23.93,2,2,3.2160718975354663
Tier 2,6.62,1,1,4,2,2,1,1,0,47.4,Software Engineer,9.91,2,6,2.3896797998449792
Tier 2,5.1,0,0,1,2,1,1,2,1,40.5,Junior Developer,4.56,2,4,1.715598108262491
Tier 2,5.39,1,3,0,2,1,2,1,1,46.2,Junior Developer,4.54,2,4,1.7119945007591924
Tier 3,7.09,1,1,0,2,4,1,1,3,49.2,Web Developer,14.67,1,7,2.7517480563679295
Tier 3,4.83,2,1,0,1,4,0,0,1,29.2,Junior Developer,3.33,1,4,1.4655675420143985
Tier 1,8.2,2,4,2,1,2,0,1,2,62.4,Backend Developer,10.76,3,0,2.464703942470481
Tier 2,5.54,1,1,1,3,2,1,0,2,40.9,Web Developer,5.4,2,7,1.8562979903656263
Tier 2,7.18,2,0,1,3,2,2,1,0,53.3,ML Engineer,16.25,2,5,2.847812143477369
Tier 3,5.98,1,2,0,3,3,0,1,2,41.5,Web Developer,4.6,1,7,1.7227665977411035
Tier 3,8.25,1,2,1,2,0,1,3,1,66.2,Software Engineer,16.26,1,6,2.848391685655282
Tier 2,7.3,0,1,0,0,1,1,0,0,50.4,Data Scientist,12.73,2,2,2.6195832197798796
Tier 2,6.91,1,1,2,2,4,2,0,1,49.5,Data Scientist,10.38,2,2,2.431857428698185
Tier 3,8.43,0,3,0,0,3,1,0,0,58.8,Data Scientist,13.84,1,2,2.6973262377392344
Tier 2,5.68,0,1,2,0,1,1,0,1,37.6,Web Developer,6.08,2,7,1.9572739077056285
Tier 1,9.87,1,1,0,2,0,1,1,3,71.2,Web Developer,15.06,3,7,2.7763317085186157
Tier 1,6.81,1,1,2,2,4,0,0,2,36.7,Web Developer,6.25,3,7,1.9810014688665833
Tier 2,7.85,1,2,0,2,0,3,0,2,69.3,Data Scientist,15.65,2,2,2.8124102164264526
Tier 2,6.03,1,5,0,2,6,0,2,0,45.7,Software Engineer,8.32,2,6,2.2321626286975
Tier 1,7.85,0,1,2,1,3,1,2,0,48.5,Data Scientist,15.86,3,2,2.8249439525737094
Tier 2,7.3,0,2,0,0,3,0,1,0,39.3,Data Scientist,10.78,2,2,2.4664031782234406
Tier 1,7.02,2,5,1,1,3,2,2,1,62.1,ML Engineer,16.44,3,5,2.8587664184808337
Tier 2,6.28,1,1,2,3,1,0,0,1,39.2,Software Engineer,6.4,2,6,2.0014800002101243
Tier 2,6.1,0,1,1,1,1,0,0,1,48.4,Web Developer,6.15,2,7,1.9671123567059163
Tier 1,6.02,1,1,0,2,1,2,1,1,40.2,Software Engineer,10.33,3,6,2.427454075039915
Tier 2,8.65,2,1,1,1,2,1,2,1,64.5,DevOps Engineer,20.26,2,3,3.056827372913802
Tier 3,6.27,1,2,0,1,0,1,3,1,59.3,Software Engineer,9.77,1,6,2.3767644911682972
Tier 1,6.54,2,4,1,3,2,1,1,1,45.0,Software Engineer,10.06,3,6,2.403334996094189
Tier 3,6.97,0,0,2,0,0,0,1,1,52.5,Data Analyst,4.92,1,1,1.7783364488959144
Tier 2,6.76,2,3,1,3,1,0,1,0,39.0,Software Engineer,8.09,2,6,2.2071749081893874
Tier 3,6.72,0,1,1,3,1,2,2,1,53.7,Data Scientist,10.18,1,2,2.414126467726953
Tier 2,6.61,3,1,1,1,2,1,0,0,38.0,Software Engineer,10.01,2,6,2.3988039507345884
Tier 2,8.41,0,2,1,2,3,0,0,1,61.3,DevOps Engineer,5.65,2,3,1.8946168546677629
Tier 3,6.87,1,2,0,0,6,1,0,2,45.8,Web Developer,10.16,1,7,2.412335956953165
Tier 2,7.12,0,3,0,1,3,1,0,2,51.8,Data Scientist,15.72,2,2,2.8166056076565553
Tier 3,5.26,1,0,2,2,3,0,1,0,37.1,Junior Developer,3.45,1,4,1.4929040961781488
Tier 2,6.55,3,2,0,0,1,0,3,0,41.2,Software Engineer,7.57,2,6,2.1482677326096886
Tier 3,5.31,1,1,2,1,4,0,0,3,39.1,Junior Developer,3.66,1,4,1.5390154481375546
Tier 2,5.95,3,3,1,1,5,0,3,0,41.8,Web Developer,4.77,2,7,1.7526720805200082
Tier 2,7.24,1,3,0,3,0,0,1,3,49.2,Web Developer,10.45,2,7,2.4379897300002487
Tier 2,4.55,0,3,1,1,2,2,0,0,34.3,Junior Developer,4.21,2,4,1.6505798557652755
Tier 1,7.06,2,3,0,0,1,2,1,0,61.8,Data Scientist,15.8,3,2,2.8213788864092133
Tier 3,7.94,0,4,0,2,1,1,3,0,52.8,Software Engineer,16.25,1,6,2.847812143477369
Tier 2,4.18,3,7,0,1,2,2,0,1,40.1,Junior Developer,4.3,2,4,1.667706820558076
Tier 1,5.62,0,6,0,1,0,1,0,0,42.6,Web Developer,5.52,3,7,1.8748743759385615
Tier 2,7.9,0,2,1,2,1,0,0,2,55.5,Web Developer,5.71,2,7,1.9035989509835904
Tier 2,7.51,0,0,0,0,1,1,1,2,60.0,Data Scientist,15.36,2,2,2.794839331174601
Tier 1,9.75,0,2,0,5,4,0,2,2,65.9,Web Developer,10.45,3,7,2.4379897300002487
Tier 2,6.29,2,1,2,2,2,1,2,2,55.7,Software Engineer,9.98,2,6,2.3960754360813845
Tier 1,6.27,1,2,2,1,3,0,0,1,39.2,Software Engineer,6.47,3,6,2.010894999144726
Tier 3,8.36,1,2,1,0,1,1,1,0,49.9,Data Scientist,12.79,1,2,2.6239436918052106
Tier 3,7.8,1,2,1,3,2,0,2,2,58.2,Backend Developer,10.28,1,0,2.423031246069913
Tier 3,6.73,0,2,0,1,5,1,4,0,53.0,Software Engineer,10.4,1,6,2.4336133554004498
Tier 3,8.15,2,1,0,1,0,0,2,3,56.6,Data Analyst,10.31,1,1,2.425687290128029
Tier 2,7.26,1,6,1,0,2,2,2,1,57.0,Data Scientist,16.1,2,2,2.8390784635086144
Tier 2,7.42,0,0,1,2,3,0,1,1,49.9,DevOps Engineer,10.22,2,3,2.4176979000945504
Tier 2,4.84,1,1,0,1,0,1,0,1,36.2,Junior Developer,4.16,2,4,1.6409365794934714
Tier 2,6.51,2,5,1,1,2,2,2,1,47.0,ML Engineer,9.53,2,5,2.354228326145884
Tier 3,5.87,3,0,0,2,1,0,0,1,36.4,Web Developer,5.05,1,7,1.80005827204275
Tier 3,4.77,1,1,0,0,1,1,1,0,38.5,Junior Developer,4.57,1,4,1.7173950539391927
Tier 2,4.93,0,1,2,3,1,1,1,2,40.1,Junior Developer,4.98,2,4,1.7884205679625405
Tier 1,6.96,1,4,1,1,2,1,0,2,58.7,Web Developer,10.29,3,7,2.4239173781615704
Tier 2,5.42,1,1,0,3,3,1,1,1,37.6,Junior Developer,4.65,2,4,1.7316555451583497
Tier 2,7.88,2,2,1,3,4,1,1,0,53.6,Data Scientist,16.14,2,2,2.8414149131696336
Tier 2,7.46,0,4,0,2,1,0,1,0,54.8,Software Engineer,10.0,2,6,2.3978952727983707
Tier 3,7.68,2,2,0,2,4,1,0,1,47.5,Software Engineer,14.3,1,6,2.72785282839839
Tier 3,4.35,3,1,2,1,3,0,0,1,30.8,Junior Developer,3.6,1,4,1.5260563034950492
Tier 2,5.79,1,3,0,2,0,1,2,0,39.6,Junior Developer,5.41,2,4,1.8578592709325787
Tier 2,6.09,1,1,1,1,2,1,0,0,48.7,Software Engineer,9.8,2,6,2.379546134130174
Tier 2,6.51,1,1,2,2,3,0,3,1,55.2,Software Engineer,8.05,2,6,2.2027647577118348
Tier 2,6.53,2,1,2,1,0,0,2,0,46.7,Software Engineer,7.89,2,6,2.1849270495258133
Tier 2,7.66,1,5,0,2,1,1,2,2,54.2,Web Developer,15.56,2,7,2.8069901489571136
Tier 2,6.75,1,3,2,2,3,1,1,1,49.7,DevOps Engineer,9.61,2,3,2.3617969526258915
Tier 3,5.56,0,1,0,1,2,0,2,1,38.7,Web Developer,4.99,1,7,1.7900914121273581
Tier 3,5.98,1,1,0,1,3,1,1,1,44.0,Web Developer,6.75,1,7,2.0476928433652555
Tier 2,6.7,1,1,0,4,3,2,1,2,58.6,Data Scientist,9.84,2,2,2.3832429960115
Tier 3,6.28,1,1,1,2,2,1,0,1,48.9,Data Analyst,10.02,1,1,2.3997118037247684
Tier 3,8.02,0,3,0,1,0,0,0,2,59.2,Web Developer,6.2,1,7,1.9740810260220096
Tier 3,7.6,0,0,0,1,2,1,2,0,52.5,Data Scientist,12.66,1,2,2.614471854142644
Tier 2,7.7,1,3,1,0,2,0,0,1,58.9,Web Developer,6.11,2,7,1.9615022438151495
Tier 1,5.81,0,0,1,1,5,0,1,2,39.3,Web Developer,4.89,3,7,1.7732559976634952
Tier 2,6.73,0,2,2,0,2,0,2,0,47.0,Backend Developer,8.25,2,0,2.224623551524334
Tier 1,5.82,2,1,7,3,2,2,1,0,54.9,Junior Developer,6.04,3,4,1.951608170169951
Tier 3,7.4,1,2,0,3,1,1,0,1,57.4,Data Scientist,12.9,1,2,2.631888840136646
Tier 2,7.88,3,6,1,0,5,3,1,0,54.2,ML Engineer,15.69,2,5,2.8148097376737438
Tier 2,6.26,0,1,1,1,1,3,0,0,55.4,Software Engineer,10.05,2,6,2.402430427963762
Tier 2,6.42,0,1,0,0,1,2,1,2,70.3,Data Analyst,9.75,2,1,2.3749057545736716
Tier 2,5.24,2,1,1,1,2,0,1,0,42.3,Junior Developer,3.6,2,4,1.5260563034950492
Tier 1,7.0,2,0,3,1,1,0,3,2,48.9,Web Developer,9.84,3,7,2.3832429960115
Tier 1,9.78,1,3,0,0,2,0,1,2,72.3,Data Analyst,10.08,3,1,2.405141681319138
Tier 2,5.73,0,2,0,1,0,0,1,0,40.1,Web Developer,4.8,2,7,1.7578579175523736
Tier 2,8.11,1,2,0,0,1,1,0,1,65.3,Data Scientist,18.06,2,2,2.947591898226056
Tier 2,7.76,0,3,1,1,2,0,3,1,51.7,Software Engineer,10.71,2,6,2.460443177609626
Tier 2,4.0,1,7,1,3,1,0,0,1,25.1,Junior Developer,3.51,2,4,1.506297153514587
Tier 1,8.44,1,3,1,2,0,1,2,2,59.6,Backend Developer,17.49,3,0,2.9172300453990334
Tier 3,5.52,3,2,1,1,2,0,0,1,42.5,Web Developer,4.53,1,7,1.7101878155342434
Tier 3,8.1,2,3,0,5,2,2,2,1,61.6,Data Scientist,21.18,1,2,3.099190981922221
Tier 3,7.14,1,4,0,0,1,1,0,0,51.7,Data Scientist,11.96,1,2,2.561867690924129
Tier 2,5.26,2,2,0,0,1,0,0,1,39.3,Junior Developer,3.7,2,4,1.547562508716013
Tier 3,5.94,1,5,0,0,2,1,0,2,48.6,Web Developer,5.61,1,7,1.888583653863595
Tier 2,5.66,1,3,1,0,1,2,1,1,44.2,Web Developer,6.14,2,7,1.965712776351493
Tier 3,8.05,1,2,0,0,0,0,0,1,50.5,Web Developer,6.68,1,7,2.038619547159581
Tier 3,7.22,1,1,0,1,2,0,1,0,43.7,Data Scientist,7.5,1,2,2.1400661634962708
Tier 3,7.07,2,2,1,0,2,1,1,1,54.1,Data Scientist,12.78,1,2,2.6232182655855123
Tier 3,6.23,1,3,0,0,3,0,1,1,48.2,Data Analyst,7.62,1,1,2.154085084675602
Tier 2,5.43,1,3,0,2,1,1,0,2,44.4,Junior Developer,4.35,2,4,1.6770965609079151
Tier 3,6.56,1,3,0,0,4,1,0,3,51.6,Web Developer,9.83,1,7,2.382320061012899
Tier 3,7.18,0,0,1,0,1,1,1,2,55.9,DevOps Engineer,9.7,1,3,2.3702437414678603
Tier 3,6.53,1,4,1,1,2,0,0,1,49.5,Web Developer,6.28,1,7,1.9851308622085946
Tier 2,6.2,1,4,1,2,3,2,1,0,44.9,Software Engineer,9.89,2,6,2.387844936944869
Tier 1,9.39,0,2,0,1,3,0,1,1,66.1,DevOps Engineer,10.27,3,3,2.422144328051685
Tier 3,6.5,1,7,1,2,1,1,3,0,43.3,Software Engineer,10.17,1,6,2.413231613081109
Tier 2,7.05,2,1,0,2,3,0,2,1,56.3,DevOps Engineer,10.71,2,3,2.460443177609626
Tier 3,6.19,0,1,2,1,3,1,0,1,45.9,Software Engineer,7.97,1,6,2.1938856760707046
Tier 1,7.68,1,3,0,1,1,3,1,1,58.9,Data Scientist,15.6,3,2,2.8094026953624978
Tier 2,8.28,0,1,0,1,0,0,2,0,57.7,Data Scientist,10.27,2,2,2.422144328051685
Tier 2,6.38,2,1,1,1,2,0,2,0,54.9,Software Engineer,7.76,2,6,2.1701959049483
Tier 2,6.61,0,2,0,2,4,1,1,2,55.0,Web Developer,9.78,2,7,2.377692565480851
Tier 2,6.87,1,6,1,2,3,2,0,2,58.3,Data Scientist,9.83,2,2,2.382320061012899
Tier 2,6.58,1,3,1,3,0,0,1,1,51.6,Web Developer,7.94,2,7,2.190535589185423
Tier 3,7.53,0,3,1,1,5,2,0,2,66.3,Data Scientist,15.29,1,2,2.790551422613954
Tier 2,5.64,0,2,2,1,2,0,2,2,47.6,Web Developer,4.68,2,7,1.7369512327330598
Tier 2,5.65,0,2,0,3,4,1,1,0,46.5,Web Developer,6.18,2,7,1.9712993830601329
Tier 2,8.69,1,1,1,3,7,1,0,1,56.2,Software Engineer,22.19,2,6,3.1437211512674406
Tier 3,7.45,1,4,0,2,0,2,1,1,63.4,ML Engineer,15.78,1,5,2.8201877010390604
Tier 3,6.56,0,2,0,2,3,0,1,0,50.3,Software Engineer,7.22,1,6,2.1065702090680882
Tier 3,7.92,1,6,0,2,2,1,3,1,54.5,Backend Developer,15.97,1,0,2.831447079246135
