college_tier,cgpa,internships,github_projects,backlogs,hackathons,certifications,skills,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa
Tier 3,7.17,2,3,1,0,0,"PyTorch, React, Django",1,2,0,53.5,Software Engineer,13.64
Tier 1,6.7,1,1,2,1,4,"DSA, Python, Docker, Machine Learning, Node.js",2,3,0,55.3,Data Scientist,9.78
Tier 3,7.08,1,2,0,0,3,"JavaScript, Python, Excel, AWS",0,2,2,56.0,Data Analyst,9.35
Tier 3,6.87,1,4,3,1,3,"Deep Learning, SQL",1,0,1,56.0,Data Analyst,10.06
Tier 2,7.5,1,2,0,3,6,"SQL, Docker",0,1,1,48.2,Backend Developer,10.55
Tier 3,8.01,0,3,1,3,3,JavaScript,0,0,1,48.4,Web Developer,6.57
Tier 2,6.75,3,4,0,0,1,"AWS, HTML/CSS, JavaScript",0,1,2,46.6,Web Developer,8.1
Tier 2,7.45,1,0,0,2,2,"Java, Git",0,1,1,53.6,Software Engineer,10.68
Tier 2,6.44,1,1,0,3,1,"Git, DSA, TensorFlow",2,0,1,54.2,Software Engineer,9.9
Tier 2,7.48,0,1,0,1,4,"Java, TensorFlow",1,1,0,58.8,Data Scientist,15.81
Tier 1,8.33,1,2,0,2,2,"SQL, Deep Learning",1,0,1,59.9,Data Scientist,24.38
Tier 3,7.05,1,0,1,1,0,"Machine Learning, Django",1,1,0,51.1,Data Scientist,10.24
Tier 3,9.56,0,2,2,0,2,"Docker, Excel",0,1,1,66.3,Data Analyst,10.03
Tier 3,5.94,3,1,1,2,2,Django,0,1,0,39.4,Web Developer,5.05
Tier 2,5.51,1,2,1,2,0,"JavaScript, Java, TensorFlow, Linux",1,1,2,34.5,Web Developer,5.79
Tier 3,7.21,0,0,0,1,1,Excel,0,0,1,45.6,Data Analyst,5.44
Tier 2,4.35,0,2,1,2,5,"Docker, React",0,2,0,33.6,Junior Developer,3.16
Tier 2,7.63,2,1,1,3,2,"AWS, PyTorch, Deep Learning, DSA",3,1,0,62.5,ML Engineer,16.12
Tier 2,5.83,2,2,2,3,3,"Linux, SQL, Java",0,1,2,48.5,Web Developer,5.15
Tier 2,7.45,1,2,0,1,0,"Django, Docker",0,2,0,50.1,DevOps Engineer,10.31
Tier 1,8.36,0,1,0,1,0,"TensorFlow, Deep Learning, Git, React",2,1,1,62.5,Data Scientist,24.33
Tier 2,8.45,1,0,2,0,0,"Java, SQL",0,1,1,52.5,Backend Developer,8.99
Tier 2,6.14,0,1,0,3,1,"Node.js, Excel, Git, Java, Django",0,3,2,39.4,Software Engineer,8.23
Tier 1,6.23,3,4,3,2,1,DSA,1,0,0,45.4,Software Engineer,10.11
Tier 2,7.15,0,2,3,1,1,"JavaScript, Git, Node.js, Linux, Python",0,2,3,52.0,Junior Developer,9.04
Tier 2,6.66,0,2,1,1,3,"Deep Learning, Git, React, PyTorch, HTML/CSS",2,1,2,50.6,ML Engineer,9.62
Tier 2,8.09,0,0,0,1,1,"React, TensorFlow, DSA, SQL, Git, PyTorch",3,1,2,73.1,Data Scientist,24.09
Tier 2,5.61,0,0,3,3,3,"Docker, Node.js, Deep Learning",1,2,0,38.3,Web Developer,6.04
Tier 1,7.15,1,2,2,1,2,"JavaScript, AWS, Git",0,1,2,44.3,Web Developer,9.9
Tier 2,6.48,2,1,1,2,3,"React, Python, Django",0,3,0,40.6,Software Engineer,7.55
Tier 2,8.0,2,1,1,0,2,"Django, Linux, React, DSA",1,2,1,67.2,Software Engineer,20.98
Tier 3,8.12,0,3,1,0,1,"React, Linux, Machine Learning",1,1,1,49.3,Data Scientist,12.22
Tier 2,4.58,0,4,0,3,2,"PyTorch, Excel",1,0,1,35.1,Junior Developer,4.23
Tier 2,6.83,1,2,1,0,3,"Java, HTML/CSS",0,1,1,44.2,Software Engineer,7.65
Tier 2,8.46,0,3,1,1,0,DSA,1,0,0,64.9,Software Engineer,16.61
Tier 2,7.76,0,2,1,1,1,"Node.js, AWS, Python",0,3,0,56.8,Data Scientist,10.45
Tier 3,6.5,1,5,1,2,2,"Machine Learning, HTML/CSS, Python, JavaScript",1,1,2,50.7,Web Developer,9.64
Tier 2,8.79,1,3,0,3,1,"Machine Learning, SQL",1,0,1,64.6,Data Scientist,24.42
Tier 1,6.75,3,3,1,2,2,"Node.js, Python, Linux",0,2,1,54.6,Software Engineer,8.22
Tier 3,5.49,1,1,0,1,3,"DSA, TensorFlow",2,0,0,54.0,Junior Developer,3.67
Tier 3,7.1,0,2,0,0,0,"PyTorch, SQL",1,0,1,56.3,Data Analyst,10.0
Tier 3,8.47,1,2,0,3,4,"Docker, HTML/CSS, Node.js, React, Django",0,4,1,57.0,Web Developer,10.76
Tier 2,8.07,1,1,0,0,4,Git,0,0,1,49.0,Data Scientist,5.88
Tier 3,8.34,1,2,1,1,0,"HTML/CSS, Linux, Git",0,0,3,43.2,Web Developer,6.19
Tier 1,4.84,1,3,0,1,0,"Node.js, JavaScript",0,1,1,46.2,Junior Developer,3.89
Tier 2,7.74,3,1,0,0,1,"Java, SQL, JavaScript, Git",0,1,3,64.1,Backend Developer,10.2
Tier 1,8.72,0,0,0,3,0,"Excel, Deep Learning, AWS, Linux, JavaScript, React",1,2,3,61.7,Web Developer,15.27
Tier 3,6.57,0,3,1,0,1,"Git, Django, Docker",0,2,1,47.2,DevOps Engineer,6.92
Tier 2,7.86,2,1,1,2,3,"Excel, Node.js, Django, SQL",0,2,2,60.3,Data Analyst,10.26
Tier 3,4.0,0,3,1,1,1,"SQL, Machine Learning, HTML/CSS, Python",1,1,2,36.9,Junior Developer,4.46
Tier 2,8.64,0,2,0,1,2,"HTML/CSS, AWS",0,1,1,59.8,Web Developer,10.44
Tier 3,8.33,2,3,0,2,2,"Excel, TensorFlow, Python, SQL, Deep Learning, AWS",2,2,2,59.1,Data Scientist,20.12
Tier 2,7.39,0,3,3,0,0,SQL,0,0,1,55.3,Data Analyst,5.96
Tier 1,5.83,2,0,1,2,3,PyTorch,1,0,0,42.4,Web Developer,5.93
Tier 2,5.99,3,0,0,3,1,"Linux, Python, SQL, Machine Learning",1,1,2,41.4,Junior Developer,6.05
Tier 3,7.62,1,1,0,0,2,"TensorFlow, HTML/CSS, DSA",2,0,1,64.0,Data Scientist,14.74
Tier 1,8.3,1,0,1,4,2,"AWS, PyTorch, Machine Learning",2,1,0,66.0,Data Scientist,24.14
Tier 2,7.33,0,4,0,0,0,"JavaScript, Docker, Python, PyTorch, Linux",1,2,2,53.0,DevOps Engineer,16.11
Tier 2,6.89,0,6,1,0,4,"Linux, Java, PyTorch, Node.js",1,2,1,56.4,Software Engineer,9.97
Tier 3,6.36,0,5,1,3,0,Git,0,0,1,47.4,Software Engineer,6.28
Tier 2,8.88,2,1,0,0,3,HTML/CSS,0,0,1,51.4,Web Developer,6.11
Tier 2,8.27,1,2,0,1,3,"PyTorch, HTML/CSS, React",1,1,1,64.0,Web Developer,15.36
Tier 2,6.44,1,4,0,1,2,"Docker, Deep Learning, Excel",1,1,1,44.0,Data Analyst,9.83
Tier 2,6.91,3,1,2,1,2,Deep Learning,1,0,0,52.8,Software Engineer,9.7
Tier 2,9.17,0,1,1,1,2,"JavaScript, HTML/CSS",0,0,2,57.8,Web Developer,5.99
Tier 2,6.57,2,1,2,2,2,"Machine Learning, Python",1,1,0,49.7,Software Engineer,10.22
Tier 3,4.65,1,0,0,1,2,"JavaScript, PyTorch, Node.js",1,1,1,38.4,Junior Developer,4.82
Tier 1,5.51,1,1,0,0,2,React,0,1,0,46.3,Web Developer,5.0
Tier 2,5.94,0,3,1,4,1,"Machine Learning, DSA, Excel",2,0,1,56.9,Web Developer,6.35
Tier 3,6.57,2,1,1,1,1,"SQL, TensorFlow, Linux",1,0,2,43.2,Data Analyst,9.92
Tier 3,7.44,1,2,1,3,2,"PyTorch, SQL, Python, Django, HTML/CSS",1,2,2,57.1,Data Analyst,13.53
Tier 3,9.17,0,1,0,1,0,"Node.js, Excel, HTML/CSS",0,1,2,64.9,Web Developer,10.45
Tier 2,5.43,1,2,1,6,3,"JavaScript, Machine Learning, TensorFlow",2,0,1,54.8,Junior Developer,4.7
Tier 2,8.7,1,0,1,2,3,"Docker, Excel",0,1,1,59.0,Data Analyst,10.38
Tier 2,7.26,1,0,0,1,3,"Excel, DSA, SQL, HTML/CSS, React",1,1,3,53.2,Software Engineer,16.3
Tier 3,8.38,1,1,1,3,3,"Node.js, Linux, Machine Learning, Docker",1,2,1,55.2,DevOps Engineer,16.04
Tier 2,6.4,1,1,0,2,1,"Linux, Excel, Java",0,1,2,40.5,Software Engineer,8.45
Tier 2,7.81,1,3,0,0,3,"Java, Linux, Node.js, Django",0,3,1,55.2,Software Engineer,10.15
Tier 2,8.09,3,2,1,3,0,Java,0,1,0,51.2,Software Engineer,9.65
Tier 2,5.87,0,2,2,1,3,"Django, Linux, Machine Learning, PyTorch",2,1,1,51.0,Web Developer,6.44
Tier 2,9.47,0,3,0,3,3,AWS,0,1,0,66.5,DevOps Engineer,10.55
Tier 2,5.39,1,0,0,0,1,"Django, Linux, SQL",0,1,2,36.2,Junior Developer,3.5
Tier 2,7.43,1,2,1,4,2,"JavaScript, Excel, Java, Node.js",0,2,2,59.8,Software Engineer,10.34
Tier 1,7.66,0,2,0,1,2,"Machine Learning, DSA",2,0,0,56.7,ML Engineer,16.21
Tier 3,6.16,0,0,3,3,6,"DSA, Node.js",1,1,0,42.8,Software Engineer,9.06
Tier 2,6.67,1,1,2,2,0,"Deep Learning, Machine Learning, Docker",2,1,0,56.8,Data Scientist,9.87
Tier 3,7.64,1,3,0,1,0,"Django, Node.js",0,2,0,49.6,Data Scientist,9.63
Tier 1,7.55,3,2,0,0,2,"JavaScript, Deep Learning, HTML/CSS, Docker, Java",1,2,2,42.0,Web Developer,15.26
Tier 2,5.34,2,0,2,1,3,"Java, DSA",1,1,0,37.9,Junior Developer,4.12
Tier 3,4.22,2,1,1,2,2,Machine Learning,1,0,0,38.7,Junior Developer,4.92
Tier 3,7.95,2,2,0,0,4,"Linux, JavaScript, Python, Excel",0,1,3,51.5,Data Analyst,10.52
Tier 3,6.59,0,2,2,3,1,"SQL, AWS, Excel, JavaScript, Linux",0,1,4,41.8,Data Analyst,7.0
Tier 3,6.18,1,3,1,1,3,"Git, DSA, Excel, AWS",1,1,2,62.2,Software Engineer,9.72
Tier 2,8.46,1,2,0,0,0,"React, Deep Learning, Machine Learning, Django",2,2,0,74.9,ML Engineer,23.96
Tier 2,8.31,2,5,3,2,1,"Excel, DSA, Docker, JavaScript, Python",1,2,2,67.8,Software Engineer,22.07
Tier 3,8.93,1,3,0,0,2,"TensorFlow, Docker, Python, Git, React",1,3,1,64.2,Data Scientist,21.08
Tier 3,6.59,1,0,0,4,2,"AWS, DSA",1,1,0,43.2,Software Engineer,9.97
Tier 3,6.95,1,1,0,0,2,"DSA, Linux",1,0,1,36.3,Software Engineer,10.16
Tier 2,8.14,0,3,1,0,2,"Linux, Excel, React, HTML/CSS, Git, PyTorch",1,1,4,57.8,Web Developer,14.9
Tier 2,7.67,1,2,0,0,0,"SQL, HTML/CSS, Docker, Linux",0,1,3,58.0,DevOps Engineer,10.67
Tier 2,6.88,0,2,2,2,4,"Machine Learning, Node.js, Linux",1,1,1,60.5,DevOps Engineer,10.37
Tier 3,7.76,4,1,0,1,1,Linux,0,0,1,56.9,DevOps Engineer,5.73
Tier 3,5.86,0,2,1,2,1,"React, HTML/CSS",0,1,1,36.8,Web Developer,4.97
Tier 3,7.16,3,1,1,1,2,Git,0,0,1,56.0,Data Scientist,6.33
Tier 2,4.55,1,3,1,0,1,"Node.js, Machine Learning",1,1,0,35.8,Junior Developer,4.52
Tier 1,8.59,1,3,1,0,2,"Excel, Python, React, DSA, PyTorch",2,2,1,73.3,ML Engineer,24.11
Tier 2,5.18,2,2,1,1,0,"TensorFlow, PyTorch, Excel, Linux",2,0,2,33.9,Junior Developer,4.5
Tier 2,4.0,1,2,1,2,3,"Linux, Machine Learning",1,0,1,38.4,Junior Developer,4.64
Tier 2,7.03,1,3,1,3,0,SQL,0,0,1,41.5,Data Analyst,5.95
Tier 1,6.12,2,0,2,1,3,"SQL, TensorFlow, PyTorch, Git",2,0,2,48.3,Data Analyst,9.82
Tier 1,4.6,0,3,2,0,2,Deep Learning,1,0,0,31.5,Junior Developer,4.31
Tier 3,8.27,0,3,0,1,3,"Docker, Machine Learning, JavaScript, Git",1,1,2,57.6,Data Scientist,15.15
Tier 1,6.09,4,0,2,0,3,HTML/CSS,0,0,1,41.8,Web Developer,6.68
Tier 2,6.46,1,3,1,1,1,"Linux, Excel",0,0,2,51.6,Data Analyst,6.55
Tier 1,8.03,0,2,1,5,1,"Node.js, Excel, SQL, Java",0,2,2,55.6,Data Analyst,9.95
Tier 2,7.64,1,2,1,4,1,"Docker, Git, Excel, DSA",1,1,2,50.3,Software Engineer,16.02
Tier 2,8.0,1,0,2,0,0,"SQL, React, PyTorch, DSA",2,1,1,63.5,ML Engineer,17.62
Tier 3,6.73,1,3,1,1,5,Deep Learning,1,0,0,43.3,Software Engineer,10.72
Tier 3,6.18,0,0,0,4,2,"PyTorch, Java, Excel, AWS, HTML/CSS",1,2,2,38.7,Software Engineer,10.37
Tier 2,7.04,1,2,1,2,3,"TensorFlow, SQL, Django",1,1,1,50.7,Data Scientist,16.21
Tier 2,7.45,0,1,3,2,4,"React, Linux, Deep Learning, SQL",1,1,2,58.5,Data Scientist,15.62
Tier 2,4.0,1,2,0,0,2,Linux,0,0,1,30.9,Junior Developer,3.98
Tier 2,9.71,1,1,0,2,2,TensorFlow,1,0,0,68.7,Data Scientist,24.44
Tier 2,7.71,0,2,0,0,0,"TensorFlow, Python, Docker",1,2,0,57.1,Data Scientist,16.07
Tier 3,10.0,3,0,1,3,1,SQL,0,0,1,69.6,Data Analyst,6.44
Tier 2,7.07,1,3,2,1,4,"Linux, Python, JavaScript, Excel",0,1,3,41.6,Data Analyst,10.69
Tier 1,7.95,1,2,1,3,0,"HTML/CSS, Node.js, AWS",0,2,1,57.8,Web Developer,10.91
Tier 2,6.39,1,0,1,0,1,"Java, Linux",0,1,1,47.5,Software Engineer,7.18
Tier 1,8.19,0,3,0,2,0,Git,0,0,1,65.1,Data Scientist,6.36
Tier 3,6.51,1,4,1,1,2,"PyTorch, Git, Excel, Python, Java",1,2,2,49.7,Software Engineer,10.55
Tier 3,8.42,2,1,0,0,2,"Django, Git, Docker, Java, DSA, Deep Learning",2,3,1,78.7,ML Engineer,19.83
Tier 3,8.2,2,2,0,3,3,"Java, Docker, React, Linux, Machine Learning, Excel",1,3,2,71.8,Software Engineer,19.96
Tier 3,8.33,0,1,1,1,4,"Machine Learning, JavaScript",1,0,1,68.7,Data Scientist,12.6
Tier 2,7.06,2,1,0,2,2,"Machine Learning, React, Linux, PyTorch",2,1,1,57.2,Data Scientist,15.85
Tier 3,4.89,0,2,2,2,1,"Python, Machine Learning, Docker, Linux",1,2,1,34.0,Junior Developer,4.69
Tier 1,7.98,1,1,0,2,2,"Git, Java, Deep Learning, Machine Learning",2,1,1,54.3,ML Engineer,16.36
Tier 2,9.2,3,1,0,0,3,AWS,0,1,0,51.3,DevOps Engineer,10.8
Tier 3,6.41,1,2,4,2,1,Linux,0,0,1,49.0,Software Engineer,4.26
Tier 3,6.34,0,1,0,3,2,"Python, SQL, Git, JavaScript",0,1,3,41.7,Data Analyst,7.72
Tier 2,6.9,0,6,2,3,2,"Python, Machine Learning",1,1,0,51.9,Software Engineer,10.11
Tier 3,6.82,1,3,0,1,4,"PyTorch, Git, Excel",1,0,2,47.4,Data Analyst,9.99
Tier 1,6.38,1,4,2,2,3,"PyTorch, Django, React, Linux, Docker",1,3,1,57.7,Software Engineer,9.61
Tier 1,6.72,1,0,0,1,0,"Django, HTML/CSS",0,1,1,40.9,Web Developer,8.31
Tier 1,6.08,1,5,0,3,2,"Django, Deep Learning, JavaScript, TensorFlow, PyTorch",3,1,1,55.1,Web Developer,9.75
Tier 3,8.08,3,0,1,0,1,"Git, AWS, Python, DSA",1,2,1,66.0,Software Engineer,14.85
Tier 2,6.32,1,1,0,1,4,"JavaScript, Deep Learning, Python",1,1,1,49.2,Junior Developer,9.24
Tier 3,6.19,1,6,2,1,2,Node.js,0,1,0,41.4,Software Engineer,6.13
Tier 1,5.58,0,4,0,2,2,"Git, React",0,1,1,39.0,Web Developer,5.16
Tier 1,6.26,0,2,0,1,0,"Deep Learning, HTML/CSS, Python, SQL, PyTorch",2,1,2,49.8,Data Analyst,10.2
Tier 2,5.8,3,1,1,4,1,Python,0,1,0,36.9,Junior Developer,4.95
Tier 2,7.28,2,1,0,2,3,"Machine Learning, HTML/CSS, JavaScript",1,0,2,60.7,Web Developer,15.78
Tier 3,8.09,4,1,0,0,4,"Machine Learning, JavaScript",1,0,1,62.9,Data Scientist,14.86
Tier 2,7.49,2,2,1,0,3,"Node.js, DSA, HTML/CSS, JavaScript, AWS",1,2,2,58.3,Web Developer,15.65
Tier 2,7.09,1,1,0,1,0,"Deep Learning, SQL, AWS, DSA, Git",2,1,2,70.2,Data Scientist,16.54
Tier 2,7.53,1,1,1,0,0,"PyTorch, HTML/CSS",1,0,1,48.5,Web Developer,13.25
Tier 1,6.01,0,4,0,1,2,"SQL, Docker, React, Django, Python",0,4,1,38.6,Backend Developer,7.91
Tier 2,8.33,2,2,1,1,0,Java,0,1,0,49.2,Software Engineer,10.41
Tier 3,6.42,1,0,0,1,1,"Machine Learning, Deep Learning, JavaScript, Linux",2,0,2,56.1,Web Developer,10.16
Tier 2,7.19,1,3,0,2,3,"JavaScript, HTML/CSS, AWS, Node.js",0,2,2,49.6,Web Developer,10.48
Tier 3,8.15,0,1,0,1,3,"Excel, HTML/CSS, SQL, Django, TensorFlow",1,1,3,68.2,Data Analyst,13.64
Tier 1,7.54,1,3,0,2,3,PyTorch,1,0,0,59.9,Data Scientist,16.22
Tier 2,6.77,0,3,1,1,2,HTML/CSS,0,0,1,45.0,Web Developer,5.79
Tier 3,6.12,1,1,4,3,1,Excel,0,0,1,46.5,Data Analyst,3.51
Tier 2,8.83,1,4,0,3,1,"Excel, DSA, React, Git, HTML/CSS, Django",1,2,3,66.9,Software Engineer,21.79
Tier 2,6.96,1,1,0,0,1,"JavaScript, HTML/CSS, Excel, Node.js, SQL",0,1,4,36.4,Web Developer,8.22
Tier 3,7.41,2,3,2,1,3,"Django, Machine Learning, SQL",1,1,1,57.6,Data Scientist,14.16
Tier 1,6.55,0,0,1,0,1,"HTML/CSS, PyTorch, Python, Node.js, Java",1,3,1,41.7,Software Engineer,9.84
Tier 2,5.61,0,2,1,2,4,"Machine Learning, Django",1,1,0,44.3,Web Developer,6.06
Tier 2,5.73,0,0,1,0,3,"Machine Learning, Git, Deep Learning, SQL",2,0,2,48.7,Web Developer,5.53
Tier 3,6.98,1,0,2,1,5,"HTML/CSS, DSA",1,0,1,54.3,Software Engineer,9.64
Tier 3,6.97,2,2,0,3,1,"React, Linux",0,1,1,50.7,Software Engineer,8.03
Tier 1,6.67,1,3,0,2,1,Machine Learning,1,0,0,51.3,Software Engineer,9.95
Tier 2,7.01,1,4,0,2,2,"AWS, Django, JavaScript, Java, React",0,4,1,48.6,Software Engineer,10.23
Tier 3,8.72,2,1,0,4,2,Git,0,0,1,62.6,Data Scientist,6.92
Tier 3,6.08,0,4,3,1,2,SQL,0,0,1,43.8,Data Analyst,4.59
Tier 2,6.44,1,3,2,2,3,"JavaScript, TensorFlow, DSA, Django",2,1,1,51.8,Software Engineer,9.9
Tier 1,7.12,0,4,1,4,2,"Machine Learning, DSA, Deep Learning, Linux, React",3,1,1,67.5,Data Scientist,15.92
Tier 2,7.4,0,3,0,1,6,HTML/CSS,0,0,1,46.9,Web Developer,5.97
Tier 2,10.0,2,2,1,1,1,Docker,0,1,0,72.2,DevOps Engineer,9.89
Tier 3,8.1,2,0,2,1,2,"DSA, PyTorch, Excel, SQL, React, Git",2,1,3,72.5,ML Engineer,16.82
Tier 2,7.59,2,5,0,1,4,"SQL, TensorFlow, Python, Django, Excel",1,2,2,66.1,Data Analyst,13.04
Tier 1,7.41,1,0,1,3,3,"AWS, Node.js, Python",0,3,0,59.4,Data Scientist,10.24
Tier 1,8.02,1,1,1,1,1,"DSA, HTML/CSS, JavaScript, Excel",1,0,3,64.9,Web Developer,15.71
Tier 3,7.25,1,1,2,3,2,"React, Django, HTML/CSS, AWS, JavaScript",0,3,2,45.2,Web Developer,9.78
Tier 3,6.85,0,2,1,2,1,Docker,0,1,0,44.4,DevOps Engineer,6.72
Tier 2,8.07,0,2,0,1,0,"AWS, React, DSA, TensorFlow, Java",2,3,0,61.9,ML Engineer,23.88
Tier 2,6.68,1,2,1,2,5,"Excel, Linux, HTML/CSS",0,0,3,48.6,Web Developer,6.64
Tier 1,6.63,1,2,1,3,4,"Deep Learning, Docker",1,1,0,56.5,DevOps Engineer,10.39
Tier 3,7.65,4,5,0,0,2,"Docker, Python, TensorFlow",1,2,0,60.4,Data Scientist,16.12
Tier 1,6.74,1,1,0,1,4,"Linux, Django, Excel, React",0,2,2,52.1,Software Engineer,7.83
Tier 1,5.67,0,0,0,3,1,"Docker, Java, Django",0,3,0,40.6,Web Developer,4.83
Tier 2,9.15,3,5,1,0,0,"React, Node.js, SQL",0,2,1,70.8,Software Engineer,10.43
Tier 3,7.19,0,1,1,0,4,"Java, Django, AWS",0,3,0,56.1,Software Engineer,8.42
Tier 3,7.51,2,1,1,1,0,"Linux, Git, Excel, Django, Node.js",0,2,3,54.0,Data Analyst,9.15
Tier 2,5.95,0,6,0,2,1,"Linux, JavaScript",0,0,2,37.2,Web Developer,5.03
Tier 1,8.72,0,1,2,1,2,Java,0,1,0,62.3,Software Engineer,10.37
Tier 3,6.5,0,2,1,3,4,"HTML/CSS, SQL, Git",0,0,3,54.6,Web Developer,5.92
Tier 3,8.35,0,1,0,1,3,Linux,0,0,1,54.8,DevOps Engineer,6.55
Tier 2,6.19,1,1,0,1,0,"Deep Learning, Machine Learning",2,0,0,53.9,Software Engineer,10.39
Tier 1,4.12,2,2,2,3,5,"Linux, Git",0,0,2,36.8,Junior Developer,3.59
Tier 3,8.46,1,2,2,1,1,"Linux, JavaScript",0,0,2,50.9,Web Developer,6.34
Tier 1,6.72,1,1,2,1,2,"Machine Learning, Excel",1,0,1,56.0,Data Analyst,10.31
Tier 3,7.0,0,2,0,3,5,"TensorFlow, DSA",2,0,0,65.6,ML Engineer,15.81
Tier 3,5.71,3,0,2,2,1,"Linux, Node.js, Git",0,1,2,42.7,Web Developer,4.55
Tier 2,8.2,0,0,1,0,6,"SQL, Docker, DSA, AWS, React",1,3,1,62.6,Software Engineer,21.63
Tier 2,7.72,1,1,1,6,4,TensorFlow,1,0,0,55.6,Data Scientist,15.9
Tier 1,9.06,3,1,1,2,2,"Django, Excel, PyTorch, Linux",1,1,2,57.7,Data Analyst,13.48
Tier 2,6.57,0,1,1,1,3,"Machine Learning, Linux, Node.js, AWS, DSA",2,2,1,47.9,ML Engineer,10.39
Tier 3,10.0,1,2,0,1,2,"Java, Node.js, PyTorch, Docker, TensorFlow, Django",2,4,0,70.1,Data Scientist,24.19
Tier 2,7.17,1,1,1,0,3,"Git, Linux",0,0,2,52.4,DevOps Engineer,6.68
Tier 3,5.68,0,2,0,1,1,HTML/CSS,0,0,1,40.4,Web Developer,4.62
Tier 3,6.33,1,2,1,1,1,HTML/CSS,0,0,1,36.7,Web Developer,5.63
Tier 3,7.12,1,1,1,1,1,"Django, Python",0,2,0,49.4,Data Scientist,7.67
Tier 2,8.21,1,4,0,2,2,"React, Deep Learning, Machine Learning, JavaScript, Python",2,2,1,60.6,Data Scientist,24.01
Tier 2,6.91,2,1,0,1,0,"Java, HTML/CSS, DSA, Linux, Excel",1,1,3,58.5,Software Engineer,10.27
Tier 2,7.44,0,3,1,1,1,"Java, HTML/CSS, Linux",0,1,2,51.9,Software Engineer,10.06
Tier 1,6.86,1,3,0,0,2,"Machine Learning, AWS, Docker, SQL, Git",1,2,2,54.9,DevOps Engineer,9.86
Tier 2,7.51,2,0,1,2,2,Python,0,1,0,58.3,Data Scientist,10.25
Tier 2,6.56,0,0,0,1,2,"Docker, Machine Learning, SQL",1,1,1,47.1,Backend Developer,10.12
Tier 2,6.52,2,1,0,1,1,"JavaScript, Deep Learning",1,0,1,51.8,Web Developer,9.66
Tier 3,8.77,0,1,0,1,4,"SQL, Python, HTML/CSS, React, JavaScript, Linux",0,2,4,66.5,Web Developer,10.1
Tier 3,7.34,1,2,1,1,3,"Node.js, React, Excel, Docker, SQL",0,3,2,53.7,Data Analyst,10.05
Tier 2,8.17,1,2,0,1,1,HTML/CSS,0,0,1,58.1,Web Developer,6.72
Tier 2,5.95,1,1,1,2,2,React,0,1,0,41.7,Web Developer,4.64
Tier 2,6.42,0,1,1,1,1,Deep Learning,1,0,0,48.0,Software Engineer,9.63
Tier 2,5.57,1,0,0,3,0,"SQL, JavaScript, React",0,1,2,39.6,Web Developer,4.6
Tier 2,7.67,3,2,1,2,5,"PyTorch, AWS, Deep Learning",2,1,0,62.0,ML Engineer,16.35
Tier 2,6.61,0,1,3,0,5,"Git, DSA",1,0,1,49.2,Software Engineer,9.86
Tier 1,6.23,0,4,1,1,1,"TensorFlow, HTML/CSS, Machine Learning",2,0,1,46.7,Web Developer,10.38
Tier 2,6.67,1,1,1,0,4,"HTML/CSS, Deep Learning, Node.js, DSA",2,1,1,47.8,ML Engineer,9.96
Tier 3,7.55,1,0,1,2,0,Machine Learning,1,0,0,62.9,Data Scientist,10.07
Tier 2,7.19,0,0,0,1,4,"TensorFlow, Node.js",1,1,0,49.0,Data Scientist,16.12
Tier 2,5.82,1,2,0,3,0,"Django, Docker, PyTorch, AWS",1,3,0,34.8,Web Developer,6.22
Tier 2,7.0,0,0,2,1,1,"Java, HTML/CSS, Machine Learning",1,1,1,46.2,Data Scientist,11.21
Tier 2,6.87,1,1,1,2,2,"SQL, Node.js, Linux, Git, DSA",1,1,3,53.7,Software Engineer,10.02
Tier 3,7.78,0,1,0,3,1,"Machine Learning, AWS, Python, Node.js, Deep Learning",2,3,0,71.2,ML Engineer,15.96
Tier 1,4.26,1,3,0,1,2,"React, JavaScript",0,1,1,28.4,Junior Developer,4.13
Tier 3,7.21,1,2,0,0,3,"AWS, Java",0,2,0,50.6,Software Engineer,9.05
Tier 3,4.38,1,1,0,1,2,"TensorFlow, HTML/CSS",1,0,1,35.5,Junior Developer,4.42
Tier 1,8.5,0,0,0,4,2,"Git, Django, HTML/CSS, Deep Learning, DSA, SQL",2,1,3,68.8,ML Engineer,23.79
Tier 2,7.01,0,2,0,2,3,"Java, Git, HTML/CSS, Linux, DSA",1,1,3,43.0,Software Engineer,15.37
Tier 3,6.49,1,0,1,0,1,DSA,1,0,0,54.5,Software Engineer,8.21
Tier 3,6.3,2,3,1,3,3,"Java, Linux, Django, Machine Learning, HTML/CSS",1,2,2,40.0,Software Engineer,10.21
Tier 3,9.17,2,1,0,0,2,"Java, Machine Learning, Django, React",1,3,0,69.9,Software Engineer,19.27
Tier 2,7.84,1,1,1,5,4,AWS,0,1,0,53.9,DevOps Engineer,10.37
Tier 1,7.96,1,2,0,3,0,Node.js,0,1,0,53.2,Data Scientist,10.13
Tier 1,8.26,1,1,0,2,1,"Machine Learning, TensorFlow",2,0,0,70.0,Data Scientist,24.44
Tier 2,7.63,0,1,0,0,3,"PyTorch, Python",1,1,0,50.8,Data Scientist,16.54
Tier 1,6.53,0,3,0,1,1,"Linux, DSA, Node.js, SQL",1,1,2,51.3,Software Engineer,10.13
Tier 3,7.75,0,2,0,1,3,"PyTorch, Python, SQL, Java, Linux",1,2,2,60.8,Backend Developer,15.13
