college_tier,cgpa,internships,projects,backlogs,skills,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa
Tier 3,9.78,2,1,2,"Docker, TensorFlow, AWS, Git, JavaScript",1,2,2,66.9,DevOps Engineer,19.51
Tier 2,6.53,2,1,0,SQL,0,0,1,43.6,Data Analyst,5.84
Tier 1,6.72,1,1,2,Git,0,0,1,50.0,Software Engineer,6.72
Tier 1,6.89,2,1,1,"Excel, React",0,1,1,41.2,Software Engineer,7.85
Tier 1,7.83,1,2,0,"AWS, Deep Learning",1,1,0,48.1,Data Scientist,16.46
Tier 3,8.05,0,1,0,"TensorFlow, Deep Learning, Linux",2,0,1,61.0,Data Scientist,15.16
Tier 2,4.63,0,2,4,"JavaScript, Node.js",0,1,1,28.0,Junior Developer,2.0
Tier 2,7.02,0,1,0,"AWS, HTML/CSS, TensorFlow, Machine Learning",2,1,1,60.0,ML Engineer,15.42
Tier 3,6.4,0,0,2,SQL,0,0,1,41.1,Data Analyst,3.25
Tier 2,6.04,2,1,1,"Django, Machine Learning, DSA, PyTorch",3,1,0,44.8,Software Engineer,10.75
Tier 2,5.11,1,1,1,Machine Learning,1,0,0,33.7,Junior Developer,4.49
Tier 2,5.07,1,1,0,SQL,0,0,1,37.9,Junior Developer,3.82
Tier 2,8.55,1,0,0,"PyTorch, Django, Git",1,1,1,63.3,Data Scientist,20.26
Tier 3,5.12,2,3,0,"PyTorch, Node.js",1,1,0,39.9,Junior Developer,4.25
Tier 2,6.8,3,2,0,"PyTorch, Java, Linux, React, Docker",1,3,1,52.5,Software Engineer,10.07
Tier 3,6.73,2,7,0,Deep Learning,1,0,0,57.3,Software Engineer,10.03
Tier 3,7.09,0,4,2,"HTML/CSS, Excel, React, Machine Learning, Linux",1,1,3,54.0,Web Developer,12.96
Tier 2,6.84,0,1,1,"TensorFlow, SQL, HTML/CSS, Docker, Git",1,1,3,53.4,Backend Developer,10.08
Tier 2,6.78,0,3,0,"Django, Docker, Node.js, JavaScript, Git",0,3,2,52.9,Web Developer,7.93
Tier 3,6.31,1,2,0,Linux,0,0,1,44.6,Software Engineer,6.36
Tier 2,10.0,1,5,1,"HTML/CSS, Java, Python",0,2,1,75.6,Software Engineer,10.89
Tier 2,8.05,0,2,0,"Java, JavaScript, PyTorch, React",1,2,1,61.9,Software Engineer,18.47
Tier 3,8.08,1,2,0,"Java, Machine Learning, JavaScript",1,1,1,52.0,Data Scientist,14.74
Tier 2,7.43,0,3,0,DSA,1,0,0,53.1,Software Engineer,14.47
Tier 1,6.01,2,1,1,"Node.js, Deep Learning, JavaScript, TensorFlow, React",2,2,1,62.0,Web Developer,9.76
Tier 2,6.15,2,2,3,"Linux, Docker",0,1,1,42.4,Backend Developer,8.14
Tier 1,7.62,1,3,0,"Java, Django",0,2,0,57.5,Software Engineer,10.72
Tier 3,6.83,0,4,2,React,0,1,0,41.9,Software Engineer,6.24
Tier 2,6.36,0,2,1,"Django, Node.js, AWS, Deep Learning",1,3,0,48.2,Software Engineer,10.07
Tier 1,4.95,1,2,0,"Machine Learning, AWS, Git, Java",1,2,1,30.8,Junior Developer,4.29
Tier 1,7.82,1,3,2,"TensorFlow, Docker, Excel, DSA, SQL",2,1,2,69.1,Data Scientist,16.6
Tier 2,6.06,1,2,0,"HTML/CSS, AWS, Docker, Machine Learning, TensorFlow",2,2,1,46.1,Web Developer,10.38
Tier 2,6.89,0,2,1,"HTML/CSS, TensorFlow, AWS, Python",1,2,1,47.4,Software Engineer,9.91
Tier 3,9.89,2,0,0,"HTML/CSS, SQL, Python, TensorFlow, AWS, React",1,3,2,70.8,Data Scientist,22.98
Tier 3,6.83,0,4,0,"Deep Learning, Git, Linux, TensorFlow",2,0,2,51.4,ML Engineer,9.87
Tier 1,8.11,1,0,1,"Python, Java, HTML/CSS",0,2,1,57.3,Software Engineer,10.45
Tier 3,7.36,2,2,0,"Node.js, Excel, Java, JavaScript, Docker",0,3,2,47.0,Backend Developer,10.33
Tier 2,7.0,2,1,2,"Deep Learning, PyTorch, SQL",2,0,1,50.4,Data Scientist,16.18
Tier 1,7.53,0,3,0,"Machine Learning, HTML/CSS, Java, Node.js, SQL",1,2,2,50.9,Backend Developer,16.27
Tier 1,6.27,3,9,1,"SQL, Node.js",0,1,1,39.6,Data Analyst,8.26
Tier 2,7.84,2,1,0,"React, SQL, Git",0,1,2,59.1,Software Engineer,10.99
Tier 3,6.25,0,2,1,"PyTorch, Git, AWS",1,1,1,44.1,Software Engineer,9.76
Tier 1,7.43,1,2,0,DSA,1,0,0,61.8,Software Engineer,15.84
Tier 2,5.48,0,2,1,"React, Machine Learning, JavaScript, Java",1,2,1,46.5,Junior Developer,4.31
Tier 2,6.96,3,2,1,PyTorch,1,0,0,53.8,Software Engineer,10.46
Tier 1,7.07,1,2,1,"Python, Excel, Node.js, SQL, Java",0,3,2,50.0,Data Analyst,9.99
Tier 2,8.38,1,0,1,"Node.js, Excel, Linux, Java, Python",0,3,2,57.3,Software Engineer,10.28
Tier 2,6.23,2,3,0,"Java, Git, Django",0,2,1,43.4,Software Engineer,7.88
Tier 3,7.65,0,1,2,"JavaScript, TensorFlow, React, Linux, Machine Learning",2,1,2,61.0,ML Engineer,15.16
Tier 3,7.72,0,5,0,"Python, React",0,2,0,59.9,Software Engineer,10.28
Tier 3,6.4,2,2,2,"AWS, Node.js",0,2,0,52.6,Software Engineer,7.62
Tier 2,7.75,0,1,1,"HTML/CSS, SQL, Excel, Linux",0,0,4,54.5,Data Analyst,6.27
Tier 3,6.14,2,1,0,"Node.js, Deep Learning",1,1,0,40.8,Software Engineer,10.74
Tier 3,7.67,0,3,1,"Linux, HTML/CSS, Git, Docker",0,1,3,55.0,DevOps Engineer,8.91
Tier 1,5.27,1,5,0,"PyTorch, Git",1,0,1,44.6,Junior Developer,4.86
Tier 3,7.57,1,3,0,"Django, Git, React",0,2,1,56.0,Software Engineer,10.46
Tier 3,7.33,1,5,0,Excel,0,0,1,55.2,Data Analyst,6.48
Tier 2,8.07,1,0,0,"Django, Docker",0,2,0,53.2,DevOps Engineer,10.48
Tier 2,8.72,2,0,0,Excel,0,0,1,65.6,Data Analyst,6.64
Tier 1,9.76,1,3,1,"Git, Java, Docker",0,2,1,73.7,Backend Developer,9.99
Tier 2,5.09,1,2,0,SQL,0,0,1,41.6,Junior Developer,3.85
Tier 3,9.66,0,1,0,"Django, HTML/CSS, TensorFlow, React",1,2,1,71.6,Web Developer,14.86
Tier 2,9.36,1,1,0,"SQL, Django, HTML/CSS",0,1,2,68.7,Web Developer,10.12
Tier 2,7.68,1,2,1,"Linux, Deep Learning, TensorFlow, JavaScript, Django",2,1,2,65.9,ML Engineer,17.12
Tier 2,7.93,4,0,0,"Docker, Node.js, AWS, HTML/CSS, SQL",0,3,2,55.0,DevOps Engineer,10.68
Tier 2,5.19,1,1,3,JavaScript,0,0,1,34.3,Junior Developer,2.8
Tier 3,6.54,1,0,1,Node.js,0,1,0,47.1,Software Engineer,5.84
Tier 2,5.6,1,1,1,"Linux, TensorFlow, HTML/CSS",1,0,2,34.1,Web Developer,6.59
Tier 1,5.76,0,1,1,"Git, Machine Learning, Python",1,1,1,42.4,Junior Developer,6.09
Tier 1,6.78,4,1,0,PyTorch,1,0,0,47.6,Software Engineer,10.18
Tier 3,5.43,1,2,2,"Machine Learning, HTML/CSS, JavaScript, PyTorch",2,0,2,54.1,Junior Developer,4.21
Tier 2,7.42,1,2,1,"Python, Excel, AWS",0,2,1,52.9,Data Analyst,10.32
Tier 3,6.2,1,5,0,Deep Learning,1,0,0,42.8,Software Engineer,9.83
Tier 3,6.15,0,0,0,"Linux, Machine Learning",1,0,1,38.2,Software Engineer,8.17
Tier 2,6.26,0,1,1,Python,0,1,0,36.9,Software Engineer,6.23
Tier 1,6.74,2,4,1,"AWS, Excel, Machine Learning, Django",1,2,1,43.2,Data Analyst,10.32
Tier 3,6.91,2,1,1,"Machine Learning, HTML/CSS",1,0,1,45.4,Web Developer,9.75
Tier 2,6.74,3,3,1,SQL,0,0,1,43.0,Data Analyst,5.9
Tier 3,5.68,2,2,1,Linux,0,0,1,40.9,Web Developer,4.49
Tier 3,7.95,1,1,0,"SQL, Django, Machine Learning, TensorFlow",2,1,1,52.7,Data Scientist,16.2
Tier 3,6.51,1,1,0,"AWS, SQL",0,1,1,42.5,Data Analyst,6.8
Tier 2,7.14,2,2,0,Java,0,1,0,54.4,Software Engineer,9.9
Tier 3,8.38,3,1,0,"Linux, JavaScript, Docker, Excel, Java, DSA",1,2,3,64.4,Software Engineer,18.7
Tier 3,7.67,2,1,0,"SQL, Docker",0,1,1,58.1,Backend Developer,9.33
Tier 3,6.18,0,5,1,"Django, PyTorch",1,1,0,42.9,Software Engineer,10.16
Tier 2,8.0,6,1,1,"Django, HTML/CSS, Excel, Docker",0,2,2,60.7,Web Developer,9.8
Tier 3,8.63,0,3,2,"HTML/CSS, Linux, DSA, Deep Learning, Django, JavaScript",2,1,3,76.4,ML Engineer,21.98
Tier 2,6.78,1,0,0,"Django, Machine Learning, Deep Learning, Node.js, TensorFlow",3,2,0,62.2,ML Engineer,10.56
Tier 2,5.89,1,6,0,"Python, JavaScript, React",0,2,1,43.9,Web Developer,4.21
Tier 1,7.14,2,4,0,"Linux, Python, Java, SQL, JavaScript",0,2,3,42.1,Backend Developer,10.28
Tier 3,7.98,1,3,0,"Node.js, Excel, Linux",0,1,2,63.1,Data Analyst,10.72
Tier 3,7.85,2,1,1,"React, Django, Machine Learning",1,2,0,59.4,Data Scientist,15.49
Tier 3,8.86,0,0,0,TensorFlow,1,0,0,68.9,Data Scientist,15.46
Tier 2,7.74,0,3,0,"Docker, Node.js, Git",0,2,1,52.5,DevOps Engineer,10.65
Tier 3,5.61,0,1,1,SQL,0,0,1,32.7,Web Developer,3.46
Tier 2,9.27,2,1,0,"Django, Deep Learning, Docker",1,2,0,67.0,Data Scientist,23.97
Tier 3,6.24,0,1,0,TensorFlow,1,0,0,52.4,Software Engineer,8.71
Tier 2,6.22,0,2,1,"React, Excel, TensorFlow, Node.js, Java",1,3,1,44.9,Software Engineer,10.29
Tier 1,7.29,1,4,0,"React, PyTorch, DSA, Python",2,2,0,58.2,Data Scientist,16.48
Tier 3,9.64,0,5,0,"Django, Python",0,2,0,72.3,Data Scientist,10.2
Tier 2,6.71,1,0,1,"SQL, Node.js",0,1,1,56.1,Data Analyst,7.72
Tier 2,6.11,1,2,0,"Linux, DSA, Deep Learning, SQL",2,0,2,60.1,Software Engineer,10.0
Tier 2,6.01,1,4,3,"Deep Learning, TensorFlow, HTML/CSS",2,0,1,53.3,Web Developer,9.82
Tier 2,7.23,1,3,1,"Linux, HTML/CSS, TensorFlow, React, SQL",1,1,3,51.6,Web Developer,15.01
Tier 1,9.14,0,3,1,"Git, Django, React",0,2,1,61.4,Software Engineer,11.13
Tier 1,8.13,2,4,0,"JavaScript, Python, React, PyTorch",1,2,1,58.3,Software Engineer,21.97
Tier 3,8.87,1,2,0,"Python, SQL, Linux, Excel, HTML/CSS",0,1,4,72.5,Data Analyst,10.32
Tier 3,8.36,0,2,0,"Node.js, Django, SQL, Machine Learning, React, Git",1,3,2,62.8,Data Scientist,17.36
Tier 2,9.04,2,5,0,"Deep Learning, HTML/CSS",1,0,1,61.1,Data Scientist,24.36
Tier 2,8.62,1,1,1,"SQL, Machine Learning, Excel, TensorFlow, Docker",2,1,2,70.4,ML Engineer,23.46
Tier 3,7.14,2,5,0,"Excel, JavaScript, TensorFlow",1,0,2,47.5,Data Scientist,14.99
Tier 2,6.25,0,1,2,"Machine Learning, Python, HTML/CSS",1,1,1,43.5,Software Engineer,10.04
Tier 3,4.71,0,4,1,JavaScript,0,0,1,32.9,Junior Developer,3.66
Tier 1,8.15,2,1,0,DSA,1,0,0,66.9,Software Engineer,19.52
Tier 2,8.0,1,0,2,Deep Learning,1,0,0,59.0,Data Scientist,11.92
Tier 3,7.65,1,2,1,"Deep Learning, Docker",1,1,0,54.6,Data Scientist,13.62
Tier 3,4.68,0,2,0,Git,0,0,1,33.2,Junior Developer,3.26
Tier 2,6.45,2,2,0,"Docker, Node.js, SQL, HTML/CSS, DSA",1,2,2,54.2,Backend Developer,10.35
Tier 2,5.25,0,0,0,"HTML/CSS, Java, TensorFlow",1,1,1,38.9,Junior Developer,4.85
Tier 3,5.92,1,0,0,"Java, Python, SQL, Excel",0,2,2,29.2,Junior Developer,4.81
Tier 1,5.35,0,2,1,"Excel, Machine Learning",1,0,1,44.7,Junior Developer,4.27
Tier 3,8.4,1,3,0,"TensorFlow, Machine Learning, DSA",3,0,0,66.2,Data Scientist,20.29
Tier 3,6.84,4,1,1,"Python, Node.js",0,2,0,57.6,Software Engineer,8.24
Tier 1,5.65,1,3,0,"Excel, JavaScript",0,0,2,36.1,Web Developer,4.9
Tier 3,5.5,0,2,0,"DSA, Excel",1,0,1,44.1,Web Developer,6.26
Tier 2,9.63,1,2,0,"HTML/CSS, Git, JavaScript, AWS",0,1,3,61.0,Web Developer,10.54
Tier 2,6.64,2,3,1,"AWS, DSA",1,1,0,54.1,Software Engineer,10.35
Tier 1,6.42,0,0,0,"TensorFlow, DSA",2,0,0,52.5,Software Engineer,9.84
Tier 2,6.82,1,1,2,"PyTorch, Django, Python, Linux, AWS",1,3,1,52.7,DevOps Engineer,10.4
Tier 2,6.27,0,2,1,"Deep Learning, HTML/CSS, Java",1,1,1,46.6,Software Engineer,9.36
Tier 1,6.22,2,2,0,TensorFlow,1,0,0,53.3,Software Engineer,10.18
Tier 2,8.16,0,1,0,"AWS, Docker, TensorFlow, Git",1,2,1,62.6,DevOps Engineer,17.76
Tier 3,6.53,2,3,2,"Excel, Python, DSA, SQL, JavaScript",1,1,3,45.1,Data Analyst,9.7
Tier 3,8.73,0,4,0,"Linux, Python, Deep Learning, AWS",1,2,1,71.4,Data Scientist,21.42
Tier 2,5.93,0,3,0,"SQL, Python, Docker, HTML/CSS",0,2,2,46.1,Web Developer,4.88
Tier 2,7.14,0,3,0,"Node.js, DSA, Machine Learning",2,1,0,62.1,Data Scientist,16.02
Tier 3,6.54,4,1,4,"Docker, Django, Node.js",0,3,0,43.5,DevOps Engineer,7.5
Tier 2,6.49,1,0,2,"Docker, PyTorch",1,1,0,41.2,Backend Developer,10.16
Tier 2,5.86,2,0,1,AWS,0,1,0,40.6,Web Developer,4.33
Tier 2,6.46,1,2,1,Docker,0,1,0,41.3,Backend Developer,8.07
Tier 3,6.41,1,2,0,"Node.js, Deep Learning",1,1,0,53.9,Software Engineer,10.3
Tier 2,7.18,0,6,0,"Git, Java, Machine Learning, DSA, SQL",2,1,2,74.9,Data Scientist,15.97
Tier 3,5.69,1,3,0,"Excel, React, Node.js, HTML/CSS",0,2,2,45.2,Web Developer,4.92
Tier 3,7.46,0,2,1,"React, HTML/CSS, Python, Excel, DSA",1,2,2,60.0,Software Engineer,13.79
Tier 2,4.56,3,0,1,"PyTorch, DSA",2,0,0,31.3,Junior Developer,4.53
Tier 2,4.68,2,0,1,"Machine Learning, JavaScript, Excel, PyTorch",2,0,2,41.3,Junior Developer,4.61
Tier 2,6.17,1,1,0,"SQL, JavaScript, React, Linux, AWS",0,2,3,45.9,Web Developer,7.87
Tier 2,6.83,1,2,2,SQL,0,0,1,44.5,Data Analyst,5.97
Tier 2,6.4,0,2,0,"HTML/CSS, Django",0,1,1,42.8,Web Developer,8.35
Tier 2,6.0,0,4,1,"Deep Learning, TensorFlow, HTML/CSS",2,0,1,47.0,Web Developer,9.86
Tier 2,8.27,0,3,0,SQL,0,0,1,59.1,Data Analyst,6.7
Tier 2,6.05,1,4,0,"Python, TensorFlow",1,1,0,45.6,Software Engineer,9.92
Tier 3,4.54,0,4,1,JavaScript,0,0,1,34.9,Junior Developer,3.84
Tier 2,6.37,0,3,0,"Node.js, Machine Learning",1,1,0,50.0,Software Engineer,9.95
Tier 1,5.53,2,1,0,"Deep Learning, TensorFlow",2,0,0,47.1,Web Developer,5.75
Tier 3,8.07,0,0,0,"Node.js, DSA, Linux, Git, SQL, TensorFlow",2,1,3,58.8,Data Scientist,16.69
Tier 3,6.5,1,3,1,"Machine Learning, Node.js, Java, Python",1,3,0,47.0,Software Engineer,9.92
Tier 2,9.59,4,3,1,"Machine Learning, Node.js, Docker, Linux",1,2,1,73.4,DevOps Engineer,19.61
Tier 2,7.52,0,2,0,"HTML/CSS, Excel, AWS",0,1,2,49.4,Web Developer,10.22
Tier 3,5.88,1,4,0,"Java, AWS, Deep Learning, Machine Learning",2,2,0,52.6,Web Developer,5.56
Tier 1,9.08,1,3,1,"SQL, React, Django, Java, Machine Learning, DSA",2,3,1,72.0,Data Scientist,24.57
Tier 3,7.14,1,1,0,"JavaScript, Node.js",0,1,1,57.1,Web Developer,7.72
Tier 2,8.05,0,2,0,"Node.js, Django, HTML/CSS",0,2,1,42.5,Web Developer,10.34
Tier 2,6.55,1,3,1,"AWS, Deep Learning",1,1,0,52.6,DevOps Engineer,10.42
Tier 2,6.35,0,3,3,"AWS, JavaScript",0,1,1,47.4,Web Developer,5.53
Tier 3,7.83,1,1,1,"TensorFlow, Node.js, Deep Learning, AWS, Linux",2,2,1,55.4,Data Scientist,16.11
Tier 1,7.95,0,5,2,"SQL, JavaScript, Docker",0,1,2,56.7,Backend Developer,10.73
Tier 2,7.13,1,1,1,"Docker, Deep Learning, Machine Learning, AWS, Django",2,3,0,56.0,ML Engineer,15.63
Tier 2,4.8,1,3,2,"Java, Deep Learning",1,1,0,37.4,Junior Developer,4.15
Tier 1,6.97,1,1,0,"Excel, PyTorch, Git",1,0,2,56.7,Data Analyst,9.69
Tier 2,6.1,1,2,1,"Java, Node.js, Python, SQL",0,3,1,51.1,Backend Developer,8.1
Tier 2,7.08,2,3,0,"Linux, Git, HTML/CSS, React",0,1,3,56.3,Web Developer,10.32
Tier 1,7.41,1,0,0,"AWS, Deep Learning, SQL, Docker",1,2,1,51.3,DevOps Engineer,16.12
Tier 3,6.4,1,2,0,"PyTorch, Linux, TensorFlow",2,0,1,54.6,Software Engineer,9.94
Tier 1,8.1,1,2,0,"AWS, Deep Learning",1,1,0,59.7,Data Scientist,20.87
Tier 1,4.58,0,3,2,PyTorch,1,0,0,30.8,Junior Developer,4.59
Tier 1,8.72,0,0,0,"Python, Excel, Docker, Git, TensorFlow",1,2,2,66.9,Data Scientist,24.14
Tier 2,6.15,1,2,1,"TensorFlow, Python, React, Node.js, Git",1,3,1,48.3,Software Engineer,10.09
Tier 3,6.37,0,1,1,"HTML/CSS, Java, React, Node.js",0,3,1,43.5,Software Engineer,7.74
Tier 3,7.56,1,1,0,"Machine Learning, Java",1,1,0,61.8,Data Scientist,13.46
Tier 2,6.6,1,4,1,HTML/CSS,0,0,1,53.6,Web Developer,6.14
Tier 3,6.27,2,1,0,Java,0,1,0,47.0,Software Engineer,7.06
Tier 1,6.69,0,2,2,"PyTorch, JavaScript",1,0,1,48.8,Web Developer,10.18
Tier 2,7.4,0,3,0,"DSA, HTML/CSS, AWS",1,1,1,54.6,Software Engineer,15.87
Tier 1,6.9,1,1,1,"Django, TensorFlow, Linux, Python",1,2,1,48.1,Software Engineer,9.96
Tier 1,4.59,0,2,1,"Node.js, Linux, Docker",0,2,1,35.5,Junior Developer,3.75
Tier 3,8.84,2,3,0,"SQL, JavaScript",0,0,2,72.2,Web Developer,6.37
Tier 2,7.03,1,1,0,"Django, Machine Learning, Excel, Deep Learning, HTML/CSS",2,1,2,59.2,ML Engineer,15.75
Tier 1,6.35,1,3,1,"Excel, Java, Python, AWS",0,3,1,44.4,Software Engineer,8.11
Tier 2,6.39,0,1,1,AWS,0,1,0,39.2,Software Engineer,6.6
Tier 2,7.55,1,0,0,"Python, PyTorch, TensorFlow, AWS, HTML/CSS",2,2,1,64.7,Data Scientist,16.42
Tier 2,5.86,0,5,0,Python,0,1,0,40.7,Junior Developer,5.17
Tier 2,5.8,3,1,2,"HTML/CSS, SQL, Deep Learning",1,0,2,48.0,Web Developer,5.51
Tier 1,5.75,1,3,1,"DSA, Django",1,1,0,43.9,Web Developer,6.32
Tier 2,6.59,3,3,1,"Deep Learning, Excel, Git, TensorFlow",2,0,2,53.9,Data Scientist,9.72
Tier 1,7.24,1,2,1,"HTML/CSS, Excel, DSA",1,0,2,51.4,Software Engineer,16.23
Tier 3,7.76,0,3,0,"React, AWS, Python, Machine Learning",1,3,0,52.3,Data Scientist,15.69
Tier 3,7.37,2,5,0,Git,0,0,1,47.6,Data Scientist,6.2
Tier 2,6.98,1,3,0,"Deep Learning, Linux",1,0,1,57.7,DevOps Engineer,10.15
Tier 2,7.91,0,2,1,"JavaScript, Django, Git, Java",0,2,2,52.6,Software Engineer,10.77
Tier 1,5.69,0,5,0,Python,0,1,0,37.0,Junior Developer,5.32
Tier 2,6.32,2,2,0,TensorFlow,1,0,0,52.7,Software Engineer,9.86
Tier 1,4.66,0,0,1,"Java, Python, TensorFlow, Node.js",1,3,0,34.9,Junior Developer,4.42
Tier 1,5.9,0,1,1,"Machine Learning, SQL, Deep Learning, HTML/CSS",2,0,2,49.5,Web Developer,6.1
Tier 2,7.49,2,3,0,"Machine Learning, Java, Docker",1,2,0,53.3,Backend Developer,16.22
Tier 3,7.74,0,1,0,"Python, Git, Linux",0,1,2,49.3,Data Scientist,8.44
Tier 2,6.91,1,4,1,"DSA, SQL, Linux, JavaScript, React",1,1,3,50.1,Software Engineer,10.1
Tier 2,6.52,1,2,1,"Django, Java, HTML/CSS",0,2,1,45.4,Software Engineer,7.92
Tier 2,5.9,0,2,1,React,0,1,0,39.8,Web Developer,4.21
Tier 3,7.1,0,3,0,"AWS, SQL, Deep Learning, Django",1,2,1,49.8,Data Scientist,14.62
Tier 1,6.27,1,2,0,"AWS, Machine Learning, Docker, Git",1,2,1,55.7,Backend Developer,10.18
Tier 3,7.14,0,3,0,"DSA, Python, Git, Docker, Java",1,3,1,48.8,Software Engineer,16.23
Tier 2,7.89,1,1,1,"AWS, Java, Node.js",0,3,0,49.7,Software Engineer,10.24
Tier 2,8.51,1,1,0,"DSA, JavaScript, TensorFlow, Docker",2,1,1,69.5,Data Scientist,24.04
Tier 1,6.92,2,1,1,Excel,0,0,1,46.2,Data Analyst,6.44
Tier 1,7.32,1,2,0,"Node.js, Java, Git, SQL, PyTorch",1,2,2,49.9,Backend Developer,15.42
Tier 2,7.28,1,6,0,"React, PyTorch, JavaScript, Machine Learning, Deep Learning",3,1,1,59.3,ML Engineer,16.02
Tier 2,7.32,3,5,0,"SQL, JavaScript, Machine Learning, Linux",1,0,3,58.5,Data Scientist,16.12
Tier 1,9.45,0,1,0,Linux,0,0,1,79.5,DevOps Engineer,6.59
Tier 1,7.93,1,2,0,"JavaScript, Machine Learning, HTML/CSS, Python, PyTorch",2,1,2,67.4,Data Scientist,15.89
Tier 2,6.19,1,3,1,"React, AWS",0,2,0,51.4,Software Engineer,8.47
Tier 2,8.13,2,1,1,"Node.js, Deep Learning, Excel",1,1,1,61.9,Data Scientist,17.35
Tier 3,8.58,0,1,0,"Linux, Machine Learning",1,0,1,60.4,Data Scientist,15.55
Tier 2,6.93,3,2,3,"Python, JavaScript, AWS, Java, Node.js",0,4,1,47.5,Software Engineer,7.93
Tier 3,6.16,0,1,1,"DSA, React",1,1,0,44.8,Software Engineer,8.68
Tier 2,5.94,0,2,0,"React, Linux, Java",0,2,1,36.4,Web Developer,4.4
Tier 2,6.83,0,1,2,"Docker, Machine Learning, JavaScript, AWS, DSA",2,2,1,51.2,ML Engineer,10.47
Tier 2,6.58,1,3,0,"Excel, Java, Docker",0,2,1,40.4,Backend Developer,8.19
Tier 3,7.59,1,3,0,"Linux, React",0,1,1,52.3,Software Engineer,9.99
Tier 2,9.3,1,5,1,"JavaScript, Git, HTML/CSS, Java, Python, Docker",0,3,3,61.8,Backend Developer,10.61
Tier 1,6.05,0,4,1,Excel,0,0,1,39.2,Data Analyst,6.62
Tier 1,6.97,2,1,0,Deep Learning,1,0,0,53.0,Software Engineer,9.77
Tier 2,4.0,1,3,5,Node.js,0,1,0,34.5,Junior Developer,2.41
Tier 3,5.84,1,3,2,"Django, TensorFlow",1,1,0,40.6,Web Developer,5.95
Tier 3,6.47,0,5,1,"Deep Learning, HTML/CSS, PyTorch, Excel",2,0,2,56.5,Web Developer,9.95
Tier 2,8.24,1,2,0,"Linux, Java, AWS, HTML/CSS, Machine Learning",1,2,2,63.8,DevOps Engineer,19.72
Tier 2,5.67,0,0,2,"SQL, Java, TensorFlow",1,1,1,51.9,Web Developer,6.01
Tier 3,7.04,2,1,1,"TensorFlow, DSA, PyTorch, Machine Learning",4,0,0,63.5,ML Engineer,15.86
Tier 3,9.3,0,2,0,"SQL, TensorFlow, HTML/CSS, PyTorch, AWS, Python",2,2,2,73.4,Data Scientist,22.91
Tier 2,10.0,1,1,1,"Django, Python, DSA",1,2,0,77.9,Software Engineer,21.68
Tier 2,7.7,0,4,0,"TensorFlow, Django",1,1,0,65.3,Data Scientist,15.86
Tier 3,8.43,1,3,0,"Java, Excel",0,1,1,74.7,Software Engineer,10.42
Tier 2,7.75,3,0,2,"TensorFlow, JavaScript, Docker, PyTorch, Deep Learning",3,1,1,70.3,Data Scientist,16.05
Tier 3,7.5,0,1,1,"Linux, Node.js, HTML/CSS, React",0,2,2,46.7,Web Developer,7.91
Tier 3,6.55,0,1,1,"Node.js, Django, SQL",0,2,1,50.0,Data Analyst,6.68
Tier 2,7.8,1,2,1,"AWS, Excel, SQL, HTML/CSS",0,1,3,57.0,Data Analyst,10.57
Tier 3,9.3,0,4,0,Deep Learning,1,0,0,63.7,Data Scientist,17.41
Tier 2,6.4,1,1,0,"JavaScript, Java",0,1,1,44.8,Software Engineer,8.0
Tier 1,8.89,3,2,1,"PyTorch, Django, Excel",1,1,1,66.1,Data Analyst,12.87
Tier 3,8.76,1,0,0,"AWS, Linux, Git, PyTorch, Excel, JavaScript",1,1,4,63.8,DevOps Engineer,18.23
Tier 3,6.07,2,3,1,"Machine Learning, Docker, Git, React",1,2,1,49.0,Software Engineer,9.83
Tier 1,7.7,1,2,0,"Machine Learning, Excel, DSA, HTML/CSS, Python",2,1,2,66.8,Data Scientist,16.03
Tier 3,6.26,0,2,1,"DSA, Django, Excel, JavaScript",1,1,2,45.5,Software Engineer,9.78
Tier 2,7.54,0,0,1,"JavaScript, Python, TensorFlow, AWS, PyTorch",2,2,1,62.7,ML Engineer,16.06
Tier 3,5.57,1,0,0,"Excel, TensorFlow, HTML/CSS, SQL",1,0,3,37.7,Web Developer,6.15
Tier 3,7.69,1,5,0,"Django, React, Deep Learning, Java",1,3,0,61.5,Software Engineer,15.86
Tier 3,8.03,2,2,0,"TensorFlow, Django",1,1,0,54.1,Data Scientist,15.81
Tier 2,5.54,1,2,0,"Deep Learning, Django, DSA, Machine Learning",3,1,0,54.4,Web Developer,6.36
Tier 3,5.29,1,1,0,JavaScript,0,0,1,27.9,Junior Developer,3.68
Tier 3,7.41,0,2,0,"Django, Node.js, DSA",1,2,0,56.5,Software Engineer,14.18
Tier 3,5.95,2,1,1,"DSA, PyTorch, Node.js, Machine Learning",3,1,0,56.2,Web Developer,6.19
Tier 3,8.78,1,3,0,TensorFlow,1,0,0,68.9,Data Scientist,17.5
Tier 1,7.89,0,1,0,"SQL, Node.js, HTML/CSS",0,1,2,57.2,Web Developer,10.87
Tier 1,7.41,1,1,0,"Excel, AWS",0,1,1,50.6,Data Analyst,9.72
Tier 2,6.94,2,3,3,SQL,0,0,1,50.7,Data Analyst,5.42
Tier 1,5.06,1,3,1,"Machine Learning, AWS",1,1,0,37.1,Junior Developer,4.73
Tier 2,8.83,1,2,0,HTML/CSS,0,0,1,71.7,Web Developer,6.43
